Product,Quantity Ordered,Price Each,Month,Hour,Day,City,Revenue
USB-C Charging Cable,1.0,11.95,4,9,Wednesday,Los Angeles,11.95
AAA Batteries (4-pack),1.0,2.99,4,7,Monday,Boston,2.99
Apple Airpods Headphones,1.0,150.0,4,18,Tuesday,New York City,150.0
Lightning Charging Cable,1.0,14.95,4,17,Wednesday,San Francisco,14.95
Bose SoundSport Headphones,1.0,99.99,4,21,Tuesday,Los Angeles,99.99
LG Washing Machine,1.0,600.0,4,12,Friday,Los Angeles,600.0
Bose SoundSport Headphones,1.0,99.99,4,10,Sunday,New York City,99.99
Lightning Charging Cable,1.0,14.95,4,15,Thursday,New York City,14.95
USB-C Charging Cable,1.0,11.95,4,21,Sunday,Atlanta,11.95
Wired Headphones,1.0,11.99,4,18,Thursday,Los Angeles,11.99
AAA Batteries (4-pack),1.0,2.99,4,21,Monday,San Francisco,2.99
ThinkPad Laptop,1.0,999.99,4,22,Thursday,Dallas,999.99
USB-C Charging Cable,1.0,11.95,4,9,Monday,Boston,11.95
ThinkPad Laptop,1.0,999.99,4,8,Saturday,New York City,999.99
34in Ultrawide Monitor,1.0,379.99,4,17,Sunday,Seattle,379.99
Flatscreen TV,1.0,300.0,4,10,Wednesday,New York City,300.0
AAA Batteries (4-pack),1.0,2.99,4,19,Monday,New York City,2.99
AAA Batteries (4-pack),1.0,2.99,4,21,Wednesday,Dallas,2.99
27in FHD Monitor,1.0,149.99,4,21,Wednesday,Dallas,149.99
Apple Airpods Headphones,1.0,150.0,4,8,Monday,Boston,150.0
Google Phone,1.0,600.0,4,22,Tuesday,Los Angeles,600.0
AAA Batteries (4-pack),1.0,2.99,4,21,Monday,Los Angeles,2.99
AAA Batteries (4-pack),1.0,2.99,4,12,Saturday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,4,23,Tuesday,Dallas,14.95
27in 4K Gaming Monitor,1.0,389.99,4,18,Thursday,San Francisco,389.99
AA Batteries (4-pack),1.0,3.84,4,10,Friday,Portland,3.84
Lightning Charging Cable,1.0,14.95,4,6,Tuesday,San Francisco,14.95
Bose SoundSport Headphones,1.0,99.99,4,6,Sunday,Austin,99.99
USB-C Charging Cable,1.0,11.95,4,2,Wednesday,Austin,11.95
Lightning Charging Cable,1.0,14.95,4,16,Saturday,New York City,14.95
AA Batteries (4-pack),2.0,3.84,4,18,Tuesday,Los Angeles,7.68
Wired Headphones,1.0,11.99,4,9,Friday,San Francisco,11.99
USB-C Charging Cable,1.0,11.95,4,12,Saturday,Los Angeles,11.95
Lightning Charging Cable,1.0,14.95,4,8,Thursday,Dallas,14.95
USB-C Charging Cable,2.0,11.95,4,21,Monday,Boston,23.9
AAA Batteries (4-pack),1.0,2.99,4,18,Saturday,Los Angeles,2.99
Flatscreen TV,1.0,300.0,4,13,Monday,Dallas,300.0
Bose SoundSport Headphones,1.0,99.99,4,14,Sunday,San Francisco,99.99
AAA Batteries (4-pack),1.0,2.99,4,16,Tuesday,San Francisco,2.99
AA Batteries (4-pack),1.0,3.84,4,21,Monday,Dallas,3.84
Google Phone,1.0,600.0,4,18,Saturday,Boston,600.0
Bose SoundSport Headphones,1.0,99.99,4,9,Tuesday,Boston,99.99
Wired Headphones,1.0,11.99,4,18,Monday,Seattle,11.99
Bose SoundSport Headphones,1.0,99.99,4,14,Monday,Dallas,99.99
27in FHD Monitor,1.0,149.99,4,15,Tuesday,Portland,149.99
Wired Headphones,1.0,11.99,4,11,Sunday,San Francisco,11.99
AAA Batteries (4-pack),2.0,2.99,4,13,Sunday,Los Angeles,5.98
AAA Batteries (4-pack),1.0,2.99,4,14,Friday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,4,9,Monday,Boston,14.95
Bose SoundSport Headphones,1.0,99.99,4,23,Monday,Boston,99.99
27in 4K Gaming Monitor,1.0,389.99,4,13,Saturday,Dallas,389.99
Bose SoundSport Headphones,1.0,99.99,4,8,Sunday,Atlanta,99.99
AA Batteries (4-pack),1.0,3.84,4,9,Friday,Portland,3.84
Bose SoundSport Headphones,1.0,99.99,4,19,Saturday,Los Angeles,99.99
AAA Batteries (4-pack),1.0,2.99,4,22,Friday,New York City,2.99
27in FHD Monitor,1.0,149.99,4,17,Saturday,Seattle,149.99
Wired Headphones,1.0,11.99,4,21,Thursday,Los Angeles,11.99
ThinkPad Laptop,1.0,999.99,4,22,Friday,Seattle,999.99
USB-C Charging Cable,1.0,11.95,4,15,Tuesday,San Francisco,11.95
AAA Batteries (4-pack),1.0,2.99,4,15,Tuesday,San Francisco,2.99
27in FHD Monitor,1.0,149.99,4,5,Thursday,Los Angeles,149.99
Bose SoundSport Headphones,1.0,99.99,4,13,Saturday,Portland,99.99
Apple Airpods Headphones,1.0,150.0,5,3,Wednesday,Portland,150.0
AAA Batteries (4-pack),2.0,2.99,4,17,Sunday,New York City,5.98
Bose SoundSport Headphones,1.0,99.99,4,11,Tuesday,Seattle,99.99
Google Phone,1.0,600.0,4,11,Monday,San Francisco,600.0
iPhone,1.0,700.0,4,13,Sunday,Los Angeles,700.0
AAA Batteries (4-pack),2.0,2.99,4,10,Tuesday,Boston,5.98
Apple Airpods Headphones,1.0,150.0,4,19,Monday,Portland,150.0
USB-C Charging Cable,1.0,11.95,4,11,Monday,New York City,11.95
Apple Airpods Headphones,1.0,150.0,4,14,Friday,Los Angeles,150.0
AAA Batteries (4-pack),1.0,2.99,4,9,Monday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,4,23,Tuesday,Boston,14.95
Google Phone,1.0,600.0,4,13,Tuesday,Los Angeles,600.0
USB-C Charging Cable,1.0,11.95,4,13,Tuesday,Los Angeles,11.95
27in FHD Monitor,1.0,149.99,4,0,Sunday,San Francisco,149.99
Bose SoundSport Headphones,1.0,99.99,4,1,Monday,San Francisco,99.99
AAA Batteries (4-pack),2.0,2.99,4,12,Monday,New York City,5.98
iPhone,1.0,700.0,4,9,Sunday,Los Angeles,700.0
Wired Headphones,1.0,11.99,4,9,Sunday,Los Angeles,11.99
Google Phone,1.0,600.0,4,12,Monday,Los Angeles,600.0
AA Batteries (4-pack),2.0,3.84,4,23,Saturday,San Francisco,7.68
Wired Headphones,1.0,11.99,4,13,Tuesday,Atlanta,11.99
AA Batteries (4-pack),1.0,3.84,4,16,Thursday,New York City,3.84
Bose SoundSport Headphones,1.0,99.99,4,12,Friday,San Francisco,99.99
Lightning Charging Cable,1.0,14.95,4,11,Sunday,Seattle,14.95
USB-C Charging Cable,1.0,11.95,4,16,Friday,Los Angeles,11.95
Wired Headphones,1.0,11.99,4,9,Wednesday,Los Angeles,11.99
USB-C Charging Cable,1.0,11.95,4,10,Monday,San Francisco,11.95
USB-C Charging Cable,1.0,11.95,4,16,Saturday,San Francisco,11.95
AAA Batteries (4-pack),1.0,2.99,4,17,Wednesday,Los Angeles,2.99
Lightning Charging Cable,1.0,14.95,4,11,Sunday,Los Angeles,14.95
34in Ultrawide Monitor,1.0,379.99,4,16,Tuesday,Austin,379.99
AAA Batteries (4-pack),1.0,2.99,4,13,Thursday,Boston,2.99
Apple Airpods Headphones,1.0,150.0,4,21,Friday,Dallas,150.0
AA Batteries (4-pack),1.0,3.84,4,11,Wednesday,Los Angeles,3.84
Apple Airpods Headphones,1.0,150.0,4,13,Sunday,Dallas,150.0
Wired Headphones,2.0,11.99,4,11,Thursday,Dallas,23.98
Lightning Charging Cable,3.0,14.95,4,14,Monday,New York City,44.849999999999994
AAA Batteries (4-pack),1.0,2.99,4,18,Thursday,Los Angeles,2.99
Lightning Charging Cable,1.0,14.95,4,7,Wednesday,Dallas,14.95
Lightning Charging Cable,1.0,14.95,4,13,Friday,New York City,14.95
USB-C Charging Cable,1.0,11.95,4,17,Tuesday,Seattle,11.95
AAA Batteries (4-pack),5.0,2.99,4,0,Tuesday,New York City,14.950000000000001
USB-C Charging Cable,1.0,11.95,4,7,Thursday,New York City,11.95
USB-C Charging Cable,1.0,11.95,4,15,Saturday,San Francisco,11.95
Macbook Pro Laptop,1.0,1700.0,4,22,Tuesday,Seattle,1700.0
Bose SoundSport Headphones,1.0,99.99,4,21,Monday,San Francisco,99.99
iPhone,1.0,700.0,4,18,Wednesday,Los Angeles,700.0
Wired Headphones,1.0,11.99,4,18,Wednesday,Los Angeles,11.99
AAA Batteries (4-pack),1.0,2.99,4,20,Tuesday,New York City,2.99
Bose SoundSport Headphones,1.0,99.99,4,15,Saturday,Los Angeles,99.99
27in FHD Monitor,1.0,149.99,4,14,Saturday,San Francisco,149.99
34in Ultrawide Monitor,1.0,379.99,4,22,Thursday,Austin,379.99
USB-C Charging Cable,1.0,11.95,4,9,Wednesday,San Francisco,11.95
Bose SoundSport Headphones,1.0,99.99,4,12,Thursday,Atlanta,99.99
Wired Headphones,1.0,11.99,4,11,Monday,Boston,11.99
USB-C Charging Cable,1.0,11.95,4,10,Wednesday,San Francisco,11.95
Apple Airpods Headphones,1.0,150.0,4,13,Thursday,Los Angeles,150.0
iPhone,1.0,700.0,4,7,Monday,San Francisco,700.0
USB-C Charging Cable,1.0,11.95,4,18,Tuesday,San Francisco,11.95
USB-C Charging Cable,1.0,11.95,4,10,Tuesday,Los Angeles,11.95
Bose SoundSport Headphones,1.0,99.99,4,12,Friday,Los Angeles,99.99
Lightning Charging Cable,2.0,14.95,4,19,Saturday,San Francisco,29.9
34in Ultrawide Monitor,1.0,379.99,4,1,Saturday,San Francisco,379.99
iPhone,1.0,700.0,4,12,Wednesday,San Francisco,700.0
AAA Batteries (4-pack),1.0,2.99,4,20,Friday,San Francisco,2.99
USB-C Charging Cable,1.0,11.95,4,9,Monday,San Francisco,11.95
Wired Headphones,1.0,11.99,4,12,Thursday,Atlanta,11.99
Lightning Charging Cable,1.0,14.95,4,6,Wednesday,San Francisco,14.95
27in 4K Gaming Monitor,1.0,389.99,4,22,Tuesday,New York City,389.99
AA Batteries (4-pack),1.0,3.84,4,20,Monday,Atlanta,3.84
Flatscreen TV,1.0,300.0,4,22,Sunday,New York City,300.0
Vareebadd Phone,1.0,400.0,4,13,Monday,Los Angeles,400.0
Lightning Charging Cable,1.0,14.95,4,11,Saturday,New York City,14.95
Bose SoundSport Headphones,1.0,99.99,4,21,Friday,New York City,99.99
Wired Headphones,1.0,11.99,4,6,Wednesday,San Francisco,11.99
Apple Airpods Headphones,1.0,150.0,4,9,Monday,Boston,150.0
Wired Headphones,2.0,11.99,4,8,Sunday,Boston,23.98
USB-C Charging Cable,2.0,11.95,4,9,Tuesday,San Francisco,23.9
Wired Headphones,1.0,11.99,4,20,Wednesday,Boston,11.99
Apple Airpods Headphones,1.0,150.0,4,19,Tuesday,Atlanta,150.0
Lightning Charging Cable,1.0,14.95,4,12,Tuesday,Atlanta,14.95
Flatscreen TV,1.0,300.0,4,23,Saturday,San Francisco,300.0
Bose SoundSport Headphones,1.0,99.99,4,8,Tuesday,New York City,99.99
20in Monitor,1.0,109.99,4,9,Sunday,Los Angeles,109.99
AAA Batteries (4-pack),1.0,2.99,4,22,Friday,San Francisco,2.99
AA Batteries (4-pack),1.0,3.84,4,12,Tuesday,Boston,3.84
Bose SoundSport Headphones,1.0,99.99,4,9,Tuesday,New York City,99.99
Apple Airpods Headphones,1.0,150.0,4,19,Saturday,San Francisco,150.0
AAA Batteries (4-pack),1.0,2.99,4,18,Friday,Los Angeles,2.99
Wired Headphones,1.0,11.99,4,20,Tuesday,Portland,11.99
AAA Batteries (4-pack),4.0,2.99,4,21,Wednesday,Boston,11.96
Macbook Pro Laptop,1.0,1700.0,4,20,Monday,San Francisco,1700.0
Lightning Charging Cable,1.0,14.95,4,17,Wednesday,Boston,14.95
27in FHD Monitor,1.0,149.99,4,6,Tuesday,Los Angeles,149.99
iPhone,1.0,700.0,4,13,Wednesday,Portland,700.0
USB-C Charging Cable,1.0,11.95,4,22,Wednesday,San Francisco,11.95
34in Ultrawide Monitor,1.0,379.99,4,22,Monday,San Francisco,379.99
iPhone,1.0,700.0,4,13,Monday,Portland,700.0
AA Batteries (4-pack),3.0,3.84,4,15,Monday,San Francisco,11.52
27in FHD Monitor,1.0,149.99,4,22,Sunday,Boston,149.99
Bose SoundSport Headphones,1.0,99.99,4,5,Friday,San Francisco,99.99
Wired Headphones,1.0,11.99,4,19,Sunday,Los Angeles,11.99
AAA Batteries (4-pack),1.0,2.99,4,7,Wednesday,Dallas,2.99
USB-C Charging Cable,1.0,11.95,4,14,Wednesday,Seattle,11.95
Lightning Charging Cable,1.0,14.95,4,12,Sunday,San Francisco,14.95
AAA Batteries (4-pack),1.0,2.99,4,17,Sunday,Atlanta,2.99
Flatscreen TV,1.0,300.0,4,8,Tuesday,San Francisco,300.0
34in Ultrawide Monitor,1.0,379.99,4,2,Friday,Seattle,379.99
Flatscreen TV,1.0,300.0,4,12,Friday,New York City,300.0
AA Batteries (4-pack),1.0,3.84,4,16,Thursday,Boston,3.84
iPhone,1.0,700.0,4,20,Friday,New York City,700.0
Lightning Charging Cable,1.0,14.95,4,0,Monday,Los Angeles,14.95
Wired Headphones,1.0,11.99,4,13,Saturday,Atlanta,11.99
AAA Batteries (4-pack),3.0,2.99,4,6,Tuesday,Boston,8.97
Apple Airpods Headphones,1.0,150.0,4,17,Wednesday,San Francisco,150.0
USB-C Charging Cable,1.0,11.95,4,17,Tuesday,Los Angeles,11.95
Apple Airpods Headphones,1.0,150.0,4,13,Friday,Los Angeles,150.0
AAA Batteries (4-pack),1.0,2.99,4,15,Thursday,San Francisco,2.99
27in FHD Monitor,1.0,149.99,4,12,Monday,San Francisco,149.99
Flatscreen TV,1.0,300.0,4,13,Tuesday,Atlanta,300.0
Lightning Charging Cable,1.0,14.95,4,18,Saturday,Atlanta,14.95
USB-C Charging Cable,1.0,11.95,4,19,Saturday,Dallas,11.95
Vareebadd Phone,1.0,400.0,4,18,Sunday,Los Angeles,400.0
Apple Airpods Headphones,1.0,150.0,4,12,Tuesday,Austin,150.0
AA Batteries (4-pack),1.0,3.84,4,11,Sunday,Austin,3.84
ThinkPad Laptop,1.0,999.99,4,15,Saturday,Atlanta,999.99
Flatscreen TV,1.0,300.0,4,21,Tuesday,New York City,300.0
iPhone,1.0,700.0,4,5,Wednesday,New York City,700.0
27in 4K Gaming Monitor,1.0,389.99,4,5,Wednesday,New York City,389.99
ThinkPad Laptop,1.0,999.99,4,11,Friday,Portland,999.99
Lightning Charging Cable,1.0,14.95,4,19,Tuesday,Boston,14.95
Bose SoundSport Headphones,1.0,99.99,4,18,Wednesday,San Francisco,99.99
USB-C Charging Cable,1.0,11.95,4,17,Monday,Los Angeles,11.95
Bose SoundSport Headphones,1.0,99.99,4,20,Saturday,Los Angeles,99.99
Bose SoundSport Headphones,1.0,99.99,4,19,Sunday,San Francisco,99.99
Bose SoundSport Headphones,1.0,99.99,4,10,Monday,New York City,99.99
AAA Batteries (4-pack),2.0,2.99,4,12,Sunday,San Francisco,5.98
USB-C Charging Cable,1.0,11.95,4,6,Monday,San Francisco,11.95
USB-C Charging Cable,1.0,11.95,4,11,Tuesday,Boston,11.95
20in Monitor,1.0,109.99,4,12,Tuesday,Austin,109.99
Apple Airpods Headphones,1.0,150.0,4,14,Sunday,Portland,150.0
iPhone,1.0,700.0,4,19,Friday,San Francisco,700.0
Lightning Charging Cable,1.0,14.95,4,19,Friday,San Francisco,14.95
Bose SoundSport Headphones,1.0,99.99,4,12,Monday,Los Angeles,99.99
ThinkPad Laptop,1.0,999.99,4,19,Tuesday,San Francisco,999.99
AAA Batteries (4-pack),1.0,2.99,4,19,Tuesday,San Francisco,2.99
AA Batteries (4-pack),1.0,3.84,4,5,Tuesday,San Francisco,3.84
Vareebadd Phone,1.0,400.0,4,20,Saturday,Seattle,400.0
Macbook Pro Laptop,1.0,1700.0,4,9,Wednesday,New York City,1700.0
Lightning Charging Cable,1.0,14.95,4,20,Tuesday,San Francisco,14.95
Apple Airpods Headphones,1.0,150.0,4,19,Tuesday,Seattle,150.0
Flatscreen TV,1.0,300.0,4,11,Tuesday,San Francisco,300.0
Lightning Charging Cable,1.0,14.95,4,19,Tuesday,Dallas,14.95
Lightning Charging Cable,1.0,14.95,4,21,Tuesday,Austin,14.95
Bose SoundSport Headphones,1.0,99.99,4,19,Sunday,San Francisco,99.99
27in FHD Monitor,1.0,149.99,4,21,Tuesday,Austin,149.99
Flatscreen TV,1.0,300.0,4,20,Wednesday,Los Angeles,300.0
Apple Airpods Headphones,1.0,150.0,4,17,Tuesday,San Francisco,150.0
LG Washing Machine,1.0,600.0,4,8,Monday,Los Angeles,600.0
Lightning Charging Cable,1.0,14.95,4,10,Tuesday,New York City,14.95
27in FHD Monitor,1.0,149.99,4,13,Saturday,Atlanta,149.99
27in FHD Monitor,1.0,149.99,4,11,Tuesday,Los Angeles,149.99
Lightning Charging Cable,1.0,14.95,4,12,Tuesday,San Francisco,14.95
iPhone,1.0,700.0,4,6,Thursday,Los Angeles,700.0
USB-C Charging Cable,1.0,11.95,4,20,Sunday,Boston,11.95
AA Batteries (4-pack),1.0,3.84,4,12,Saturday,Los Angeles,3.84
AAA Batteries (4-pack),1.0,2.99,4,19,Sunday,New York City,2.99
Apple Airpods Headphones,2.0,150.0,4,14,Wednesday,San Francisco,300.0
Lightning Charging Cable,1.0,14.95,4,16,Wednesday,Seattle,14.95
AAA Batteries (4-pack),1.0,2.99,4,16,Saturday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,4,12,Monday,Boston,14.95
Wired Headphones,1.0,11.99,4,13,Friday,Los Angeles,11.99
27in 4K Gaming Monitor,1.0,389.99,4,16,Wednesday,Portland,389.99
LG Washing Machine,1.0,600.0,4,9,Thursday,San Francisco,600.0
Lightning Charging Cable,1.0,14.95,4,20,Sunday,Portland,14.95
20in Monitor,1.0,109.99,4,14,Friday,San Francisco,109.99
USB-C Charging Cable,1.0,11.95,4,11,Saturday,Atlanta,11.95
34in Ultrawide Monitor,1.0,379.99,4,6,Wednesday,Dallas,379.99
Wired Headphones,1.0,11.99,4,10,Saturday,Los Angeles,11.99
ThinkPad Laptop,1.0,999.99,4,10,Thursday,San Francisco,999.99
ThinkPad Laptop,1.0,999.99,4,23,Friday,Los Angeles,999.99
Flatscreen TV,1.0,300.0,4,13,Wednesday,Austin,300.0
AAA Batteries (4-pack),1.0,2.99,4,15,Saturday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,4,13,Friday,Seattle,14.95
Apple Airpods Headphones,1.0,150.0,4,16,Friday,New York City,150.0
AA Batteries (4-pack),1.0,3.84,4,10,Sunday,San Francisco,3.84
Lightning Charging Cable,2.0,14.95,4,7,Friday,Los Angeles,29.9
AAA Batteries (4-pack),1.0,2.99,4,23,Sunday,Atlanta,2.99
AAA Batteries (4-pack),7.0,2.99,4,11,Friday,Dallas,20.93
Wired Headphones,1.0,11.99,4,9,Wednesday,San Francisco,11.99
Bose SoundSport Headphones,1.0,99.99,4,14,Monday,Los Angeles,99.99
Wired Headphones,1.0,11.99,4,9,Friday,San Francisco,11.99
Lightning Charging Cable,1.0,14.95,4,15,Thursday,Los Angeles,14.95
Wired Headphones,1.0,11.99,4,23,Thursday,San Francisco,11.99
Wired Headphones,1.0,11.99,4,16,Thursday,Boston,11.99
iPhone,1.0,700.0,4,16,Sunday,Boston,700.0
Apple Airpods Headphones,1.0,150.0,4,16,Sunday,Boston,150.0
AAA Batteries (4-pack),3.0,2.99,4,16,Sunday,Boston,8.97
Google Phone,1.0,600.0,4,10,Friday,New York City,600.0
27in FHD Monitor,1.0,149.99,4,15,Tuesday,Portland,149.99
USB-C Charging Cable,1.0,11.95,4,15,Sunday,San Francisco,11.95
Vareebadd Phone,1.0,400.0,4,1,Saturday,San Francisco,400.0
Bose SoundSport Headphones,1.0,99.99,4,16,Sunday,New York City,99.99
Lightning Charging Cable,1.0,14.95,4,12,Thursday,Los Angeles,14.95
AAA Batteries (4-pack),1.0,2.99,4,14,Friday,Los Angeles,2.99
Macbook Pro Laptop,1.0,1700.0,4,7,Thursday,Los Angeles,1700.0
USB-C Charging Cable,1.0,11.95,4,11,Monday,Dallas,11.95
AA Batteries (4-pack),1.0,3.84,4,12,Monday,San Francisco,3.84
iPhone,1.0,700.0,4,0,Sunday,Seattle,700.0
Lightning Charging Cable,1.0,14.95,4,0,Sunday,Seattle,14.95
Lightning Charging Cable,1.0,14.95,4,8,Monday,Austin,14.95
USB-C Charging Cable,1.0,11.95,4,22,Thursday,Dallas,11.95
Wired Headphones,1.0,11.99,4,0,Tuesday,Los Angeles,11.99
Apple Airpods Headphones,1.0,150.0,4,0,Tuesday,Los Angeles,150.0
Macbook Pro Laptop,1.0,1700.0,4,22,Wednesday,Los Angeles,1700.0
ThinkPad Laptop,1.0,999.99,4,22,Wednesday,Los Angeles,999.99
Wired Headphones,1.0,11.99,4,19,Wednesday,Boston,11.99
AA Batteries (4-pack),1.0,3.84,4,16,Monday,Atlanta,3.84
Flatscreen TV,1.0,300.0,4,16,Monday,Atlanta,300.0
Lightning Charging Cable,1.0,14.95,4,9,Monday,Dallas,14.95
Bose SoundSport Headphones,1.0,99.99,4,21,Thursday,Austin,99.99
Google Phone,1.0,600.0,4,18,Thursday,Seattle,600.0
AAA Batteries (4-pack),2.0,2.99,4,23,Monday,Los Angeles,5.98
Bose SoundSport Headphones,1.0,99.99,4,0,Thursday,Dallas,99.99
Lightning Charging Cable,1.0,14.95,4,15,Friday,San Francisco,14.95
Bose SoundSport Headphones,1.0,99.99,4,23,Friday,San Francisco,99.99
AAA Batteries (4-pack),1.0,2.99,4,11,Tuesday,Los Angeles,2.99
Apple Airpods Headphones,1.0,150.0,4,10,Wednesday,San Francisco,150.0
Lightning Charging Cable,1.0,14.95,4,18,Wednesday,Austin,14.95
AA Batteries (4-pack),1.0,3.84,4,17,Thursday,San Francisco,3.84
Apple Airpods Headphones,1.0,150.0,4,15,Wednesday,San Francisco,150.0
ThinkPad Laptop,1.0,999.99,4,16,Wednesday,New York City,999.99
Vareebadd Phone,1.0,400.0,4,16,Saturday,New York City,400.0
USB-C Charging Cable,2.0,11.95,4,16,Saturday,New York City,23.9
iPhone,1.0,700.0,4,1,Sunday,Austin,700.0
AAA Batteries (4-pack),1.0,2.99,4,11,Friday,Los Angeles,2.99
USB-C Charging Cable,1.0,11.95,4,16,Friday,Los Angeles,11.95
Lightning Charging Cable,1.0,14.95,4,16,Friday,Los Angeles,14.95
USB-C Charging Cable,1.0,11.95,4,7,Monday,Atlanta,11.95
27in FHD Monitor,1.0,149.99,4,18,Saturday,Austin,149.99
Lightning Charging Cable,1.0,14.95,4,11,Wednesday,Austin,14.95
AA Batteries (4-pack),2.0,3.84,4,14,Thursday,San Francisco,7.68
Apple Airpods Headphones,1.0,150.0,4,13,Sunday,New York City,150.0
USB-C Charging Cable,1.0,11.95,4,11,Wednesday,Dallas,11.95
Vareebadd Phone,1.0,400.0,4,18,Tuesday,Austin,400.0
Lightning Charging Cable,1.0,14.95,4,8,Monday,New York City,14.95
AA Batteries (4-pack),1.0,3.84,4,18,Sunday,Boston,3.84
AA Batteries (4-pack),3.0,3.84,4,12,Monday,New York City,11.52
Lightning Charging Cable,1.0,14.95,4,18,Wednesday,Portland,14.95
iPhone,1.0,700.0,4,10,Thursday,Dallas,700.0
Lightning Charging Cable,1.0,14.95,4,10,Thursday,Dallas,14.95
AAA Batteries (4-pack),2.0,2.99,4,2,Tuesday,Seattle,5.98
Bose SoundSport Headphones,1.0,99.99,4,9,Wednesday,Seattle,99.99
Macbook Pro Laptop,1.0,1700.0,4,17,Thursday,Atlanta,1700.0
Macbook Pro Laptop,1.0,1700.0,4,16,Monday,New York City,1700.0
Wired Headphones,1.0,11.99,4,22,Thursday,New York City,11.99
AA Batteries (4-pack),1.0,3.84,4,7,Monday,Seattle,3.84
Wired Headphones,1.0,11.99,4,19,Tuesday,New York City,11.99
34in Ultrawide Monitor,1.0,379.99,4,20,Friday,San Francisco,379.99
AA Batteries (4-pack),3.0,3.84,4,16,Saturday,New York City,11.52
27in 4K Gaming Monitor,1.0,389.99,4,12,Saturday,San Francisco,389.99
Lightning Charging Cable,1.0,14.95,4,20,Sunday,Atlanta,14.95
ThinkPad Laptop,1.0,999.99,4,0,Friday,San Francisco,999.99
Lightning Charging Cable,1.0,14.95,4,18,Thursday,Los Angeles,14.95
AA Batteries (4-pack),1.0,3.84,4,7,Friday,Seattle,3.84
Google Phone,1.0,600.0,4,19,Wednesday,Dallas,600.0
AA Batteries (4-pack),1.0,3.84,4,19,Wednesday,Dallas,3.84
27in 4K Gaming Monitor,1.0,389.99,4,20,Friday,Seattle,389.99
iPhone,1.0,700.0,4,0,Saturday,Portland,700.0
USB-C Charging Cable,1.0,11.95,4,13,Wednesday,Austin,11.95
Wired Headphones,1.0,11.99,4,22,Sunday,San Francisco,11.99
Google Phone,1.0,600.0,4,15,Thursday,Portland,600.0
Lightning Charging Cable,1.0,14.95,4,12,Wednesday,Atlanta,14.95
AA Batteries (4-pack),2.0,3.84,4,13,Monday,Dallas,7.68
Flatscreen TV,1.0,300.0,4,18,Thursday,Los Angeles,300.0
AA Batteries (4-pack),1.0,3.84,4,16,Saturday,New York City,3.84
AA Batteries (4-pack),1.0,3.84,4,19,Thursday,San Francisco,3.84
iPhone,1.0,700.0,4,12,Saturday,San Francisco,700.0
27in FHD Monitor,1.0,149.99,4,18,Saturday,Los Angeles,149.99
Lightning Charging Cable,1.0,14.95,4,17,Wednesday,Dallas,14.95
USB-C Charging Cable,1.0,11.95,4,16,Friday,New York City,11.95
AAA Batteries (4-pack),1.0,2.99,4,20,Monday,Los Angeles,2.99
USB-C Charging Cable,1.0,11.95,4,13,Wednesday,Los Angeles,11.95
Lightning Charging Cable,1.0,14.95,4,16,Friday,San Francisco,14.95
AA Batteries (4-pack),1.0,3.84,4,18,Friday,Seattle,3.84
20in Monitor,1.0,109.99,4,14,Friday,Los Angeles,109.99
Lightning Charging Cable,1.0,14.95,4,15,Friday,San Francisco,14.95
AA Batteries (4-pack),1.0,3.84,4,20,Sunday,Atlanta,3.84
Apple Airpods Headphones,1.0,150.0,4,18,Monday,Dallas,150.0
Lightning Charging Cable,1.0,14.95,4,10,Thursday,Austin,14.95
Lightning Charging Cable,1.0,14.95,4,16,Sunday,San Francisco,14.95
Apple Airpods Headphones,1.0,150.0,4,13,Friday,San Francisco,150.0
AA Batteries (4-pack),1.0,3.84,4,2,Sunday,Boston,3.84
AAA Batteries (4-pack),2.0,2.99,4,2,Sunday,Boston,5.98
USB-C Charging Cable,2.0,11.95,4,9,Monday,Boston,23.9
Bose SoundSport Headphones,1.0,99.99,4,21,Sunday,San Francisco,99.99
AA Batteries (4-pack),1.0,3.84,4,21,Sunday,San Francisco,3.84
AA Batteries (4-pack),1.0,3.84,4,21,Saturday,Portland,3.84
Lightning Charging Cable,1.0,14.95,4,16,Tuesday,Dallas,14.95
34in Ultrawide Monitor,1.0,379.99,4,13,Monday,New York City,379.99
Bose SoundSport Headphones,1.0,99.99,4,13,Wednesday,Atlanta,99.99
34in Ultrawide Monitor,1.0,379.99,4,23,Tuesday,Boston,379.99
USB-C Charging Cable,1.0,11.95,4,13,Wednesday,Portland,11.95
27in 4K Gaming Monitor,1.0,389.99,4,11,Monday,San Francisco,389.99
AAA Batteries (4-pack),2.0,2.99,4,21,Friday,Austin,5.98
Bose SoundSport Headphones,1.0,99.99,4,15,Sunday,San Francisco,99.99
AA Batteries (4-pack),1.0,3.84,4,19,Sunday,New York City,3.84
